FBX Name,User Name,Email,命名检查,分类检查,分类,Hierarchy Check,Hierarchy Root Name Check,根节点名,冻结变换检查,LOD 数量,贴花数量,碰撞数量,LOD 材质球数量,贴花材质球数量,是否有无效的UV集,UV1 范围,Vertex Color,各级 LOD 的三角形数量,贴花的三角形数量,碰撞的三角形数量,旋转包围盒大小 (居中),包围盒大小 (未居中),绝对路径
SM_Props_Book_001_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Book_001_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.992389-0.949076],[0.000000][0.000000][0.000000],[29][29][13][7][7],N/A,12,[0.285606][0.161841][0.235604],[0.080921][0.272095][0.117802],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Book_001_B.fbx
SM_Props_Book_001_C,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Book_001_C],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.992389-0.949076],[0.000000][0.000000][0.000000],[87][87][43][21][15],N/A,12,[0.455707][0.279945][0.232859],[0.227853][0.269348][0.120611],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Book_001_C.fbx
SM_Props_Bouquet_001_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Bouquet_001_A],Passed,5,0,0,[1][1][1][1][1],N/A,Passed,[0.992938-0.991309],[0.000000][0.000000][0.000000],[292][172][81][37][15],N/A,N/A,[0.399696][1.145276][0.351079],[0.173247][0.289522][0.210546],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Bouquet_001_A.fbx
SM_Props_Bouquet_001_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Bouquet_001_B],Passed,5,0,0,[1][1][1][1][1],N/A,Passed,[0.994647-0.753634],[0.000000][0.000000][0.000000],[188][114][54][26][12],N/A,N/A,[0.436126][0.358994][1.243623],[0.184525][0.346304][0.223787],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Bouquet_001_B.fbx
SM_Props_Bouquet_001_C,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Bouquet_001_C],Passed,5,0,0,[1][1][1][1][1],N/A,Passed,[0.995290-0.995562],[0.000000][0.000000][0.000000],[256][146][66][30][12],N/A,N/A,[0.373951][0.821633][0.327674],[0.193836][0.226582][0.153012],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Bouquet_001_C.fbx
SM_Props_Bread_001,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Bread_001],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.995605-0.915344],[0.000000][0.000000][0.000000],[1532][766][382][190][94],N/A,12,[0.139699][0.295244][0.094960],[0.149142][0.056128][0.068479],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Bread_001.FBX
SM_Props_Bread_002,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Bread_002],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.995605-0.958282],[0.000000][0.000000][0.000000],[1554][776][388][194][96],N/A,12,[0.110169][0.292763][0.157784],[0.141394][0.081240][0.082575],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Bread_002.FBX
SM_Props_Bread_003,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Bread_003],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.995605-0.980316],[0.000000][0.000000][0.000000],[2880][1440][720][360][180],N/A,12,[0.285856][0.115726][0.263075],[0.149798][0.083291][0.131054],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Bread_003.FBX
SM_Props_Cabinet_001_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Cabinet_001_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.972168-0.965302],[0.000000][0.000000][0.000000],[506][252][126][62][30],N/A,12,[1.232892][2.120813][1.008210],[0.508045][1.232892][1.058390],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Cabinet_001_A.fbx
SM_Props_Cabinet_001_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Cabinet_001_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.997070-0.995247],[0.000000][0.000000][0.000000],[532][424][338][168][84],N/A,12,[0.770790][1.244284][1.735078],[0.595231][1.733762][0.358889],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Cabinet_001_B.fbx
SM_Props_Cabinet_001_C,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Cabinet_001_C],Passed,5,0,2,[1][1][1][1][1],N/A,Passed,[0.997070-0.986656],[0.000000][0.000000][0.000000],[758][545][392][196][98],N/A,24,[0.739433][2.079616][1.306316],[0.655820][2.078315][0.371334],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Cabinet_001_C.fbx
SM_Props_Cabinet_002_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Cabinet_002_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.992170-0.992172],[0.000000][0.000000][0.000000],[468][320][160][80][40],N/A,24,[0.749056][1.347229][2.243224],[0.673614][2.243223][0.371054],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Cabinet_002_A.fbx
SM_Props_Cabinet_002_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Cabinet_002_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.992059-0.992154],[0.000000][0.000000][0.000000],[1018][782][391][194][97],N/A,24,[2.243273][1.347351][0.740764],[0.673675][2.243178][0.370382],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Cabinet_002_B.fbx
SM_Props_Cabinet_003_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Cabinet_003_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.992389-0.993973],[0.000000][0.000000][0.000000],[1668][1140][570][284][200],N/A,20,[1.205906][0.674902][2.217281],[0.606012][2.204980][0.351563],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Cabinet_003_A.FBX
SM_Props_CanyonTree_001,,,Passed,Passed,Props,Passed,Passed,[SM_Props_CanyonTree_001],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.998827-0.993396],[0.000000][0.000000][0.000000],[10000][5000][2500][1250][624],N/A,700,[5.376205][9.337013][3.240286],[4.110292][3.148229][3.520511],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_CanyonTree_001.fbx
SM_Props_Chair_001_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Chair_001_A],Passed,5,0,2,[1][1][1][1][1],N/A,Passed,[1.916720-0.991078],[0.000000][0.000000][0.000000],[540][464][232][116][58],N/A,24,[0.651841][1.276222][0.587464],[0.323353][1.221900][0.306897],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Chair_001_A.fbx
SM_Props_Chair_001_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Chair_001_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[1.779440-0.992197],[0.000000][0.000000][0.000000],[340][188][94][46][22],N/A,12,[0.634200][0.420000][0.623218],[0.332788][0.420000][0.298477],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Chair_001_B.fbx
SM_Props_Chair_002_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Chair_002_A],Passed,5,0,3,[1][1][1][1][1],N/A,Passed,[1.656730-0.720097],[0.000000][0.000000][0.000000],[438][232][116][58][28],N/A,36,[0.637389][1.649320][0.560940],[0.280659][0.587697][0.824109],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Chair_002_A.fbx
SM_Props_Chair_002_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Chair_002_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[1.148174-0.956530],[0.000000][0.000000][0.000000],[322][160][80][40][20],N/A,12,[0.463624][1.594467][0.440293],[0.230571][0.420000][0.795111],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Chair_002_B.fbx
SM_Props_Chair_002_C,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Chair_002_C],Passed,5,0,4,[1][1][1][1][1],N/A,Passed,[1.992900-0.990757],[0.000000][0.000000][0.000000],[904][534][266][133][66],N/A,48,[0.670325][1.041436][1.724764],[0.356709][0.996824][0.864621],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Chair_002_C.fbx
SM_Props_ClayPot_Big,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Big],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.937500-0.822021],[1.000000][0.000000][0.000000],[498][248][124][62][30],N/A,20,[0.881901][0.700583][0.897575],[0.449282][0.699350][0.442118],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Big.FBX
SM_Props_ClayPot_Big_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Big_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.937500-0.822021],[1.000000][0.000000][0.000000],[498][248][124][62][30],N/A,20,[0.881901][0.700583][0.897575],[0.449282][0.699350][0.442118],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Big_White.FBX
SM_Props_ClayPot_HanginShort,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_HanginShort],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.902344-0.746338],[1.000000][0.000000][0.000000],[610][304][152][76][44],N/A,20,[0.357859][0.406734][0.360120],[0.178406][0.221323][0.207007],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_HanginShort.FBX
SM_Props_ClayPot_HanginShort_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_HanginShort_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.902344-0.746338],[1.000000][0.000000][0.000000],[600][300][150][74][44],N/A,20,[0.357850][0.412443][0.360134],[0.178588][0.221323][0.207007],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_HanginShort_White.FBX
SM_Props_ClayPot_Lipped,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Lipped],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.974121-0.910645],[1.000000][0.000000][0.000000],[268][154][88][44][22],N/A,12,[0.417707][0.421258][0.579486],[0.214099][0.568996][0.210553],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Lipped.FBX
SM_Props_ClayPot_Lipped_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Lipped_White],Passed,5,0,0,[1][1][1][1][1],N/A,Passed,[0.974121-0.910645],[1.000000][0.000000][0.000000],[268][154][88][44][22],N/A,N/A,[0.414563][0.420842][0.579787],[0.214099][0.568996][0.210553],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Lipped_White.FBX
SM_Props_ClayPot_Medium,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Medium],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.990234-0.904358],[1.000000][0.000000][0.000000],[500][250][124][62][30],N/A,20,[0.448688][0.612459][0.440640],[0.224607][0.612442][0.222693],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Medium.FBX
SM_Props_ClayPot_Medium_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Medium_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.990234-0.904358],[1.000000][0.000000][0.000000],[500][250][124][62][30],N/A,20,[0.448688][0.612459][0.440640],[0.224607][0.612442][0.222693],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Medium_White.FBX
SM_Props_ClayPot_RidgeLarge,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_RidgeLarge],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.967285-0.918457],[1.000000][0.000000][0.000000],[498][248][124][62][30],N/A,20,[0.474494][0.489482][0.492243],[0.246381][0.472893][0.245968],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_RidgeLarge.FBX
SM_Props_ClayPot_RidgeLarge_White,,,Passed,Passed,Props,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_RidgeLarge_White.FBX
SM_Props_ClayPot_RidgeSmall,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_RidgeSmall],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.997070-0.901123],[1.000000][0.000000][0.000000],[400][200][100][50][24],N/A,20,[0.343440][0.310658][0.343412],[0.175192][0.307532][0.173253],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_RidgeSmall.FBX
SM_Props_ClayPot_RidgeSmall_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_RidgeSmall_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.967285-0.918457],[1.000000][0.000000][0.000000],[498][248][124][62][30],N/A,20,[0.474494][0.489482][0.492243],[0.246381][0.472893][0.245968],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_RidgeSmall_White.FBX
SM_Props_ClayPot_RoundSmall,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_RoundSmall],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.899414-0.925110],[1.000000][0.000000][0.000000],[498][248][124][62][30],N/A,20,[0.422300][0.570345][0.572782],[0.293834][0.417529][0.292856],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_RoundSmall.FBX
SM_Props_ClayPot_RoundSmall_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_RoundSmall_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.899414-0.925110],[1.000000][0.000000][0.000000],[498][248][124][62][30],N/A,20,[0.422300][0.570345][0.572782],[0.293834][0.417529][0.292856],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_RoundSmall_White.FBX
SM_Props_ClayPot_Tall,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Tall],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.703613-0.837402],[1.000000][0.000000][0.000000],[1166][582][290][144][72],N/A,20,[0.705006][1.028449][0.705822],[0.362468][1.021215][0.351733],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Tall.FBX
SM_Props_ClayPot_Tall_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_Tall_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.703613-0.837402],[1.000000][0.000000][0.000000],[1166][582][290][144][72],N/A,20,[0.701021][1.024423][0.709933],[0.362468][1.024195][0.351733],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_Tall_White.FBX
SM_Props_ClayPot_WideLarge,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_WideLarge],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.937988-0.855469],[1.000000][0.000000][0.000000],[644][322][160][80][40],N/A,12,[0.723364][0.719473][0.250792],[0.367397][0.247810][0.361630],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_WideLarge.FBX
SM_Props_ClayPot_WideLarge_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_WideLarge_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.937988-0.855469],[1.000000][0.000000][0.000000],[644][322][160][80][40],N/A,12,[0.720156][0.724861][0.250710],[0.367397][0.247810][0.361630],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_WideLarge_White.FBX
SM_Props_ClayPot_WideSmall,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_WideSmall],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[1.000000-0.869141],[1.000000][0.000000][0.000000],[398][198][98][48][24],N/A,12,[0.398899][0.137613][0.397855],[0.198592][0.136733][0.202809],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_WideSmall.FBX
SM_Props_ClayPot_WideSmall_White,,,Passed,Passed,Props,Passed,Passed,[SM_Props_ClayPot_WideSmall_White],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[1.000000-0.869141],[1.000000][0.000000][0.000000],[398][198][98][48][24],N/A,12,[0.398899][0.137613][0.397855],[0.198592][0.136733][0.202809],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_ClayPot_WideSmall_White.FBX
SM_Props_Crate_001,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Crate_001],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.990993-0.991265],[0.000000][0.000000][0.000000],[336][304][152][76][72],N/A,12,[0.884304][2.190325][0.575590],[1.095834][0.575590][0.444681],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Crate_001.FBX
SM_Props_Crate_002,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Crate_002],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.990993-0.991265],[0.000000][0.000000][0.000000],[324][292][146][72][68],N/A,12,[0.934686][1.513749][0.575590],[0.756951][0.575590][0.474645],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Crate_002.FBX
SM_Props_Crate_003,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Crate_003],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.990993-0.991265],[0.000000][0.000000][0.000000],[336][304][152][76][72],N/A,12,[0.241304][0.631545][0.413083],[0.315516][0.241304][0.206880],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Crate_003.FBX
SM_Props_Curtain_001,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Curtain_001],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.995957-0.873218],[0.000000][0.000000][0.000000],[994][496][247][122][60],N/A,12,[0.925786][0.409622][0.205917],[0.462893][0.365544][0.099685],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Curtain_001.fbx
SM_Props_Fence_002_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Fence_002_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.919420-0.732143],[0.000000][0.000000][0.000000],[3645][1821][909][453][226],N/A,12,[1.435718][2.735399][0.449002],[2.628253][1.403424][0.052117],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Fence_002_A.fbx
SM_Props_Fence_002_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Fence_002_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.995493-0.734423],[0.000000][0.000000][0.000000],[6222][3111][1554][777][387],N/A,24,[1.583853][2.759780][0.473222],[2.655070][1.531978][0.084240],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Fence_002_B.fbx
SM_Props_Fence_002_C,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Fence_002_C],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[1.000000-1.000000],[0.000000][0.000000][0.000000],[1937][946][472][235][116],N/A,24,[1.564526][1.657848][1.603575],[1.457111][1.498873][0.125156],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Fence_002_C.fbx
SM_Props_Fence_002_D,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Fence_002_D],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.877739-0.732836],[0.000000][0.000000][0.000000],[1108][554][276][138][68],N/A,24,[0.695647][1.209683][2.317439],[0.408988][2.250741][0.139337],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Fence_002_D.fbx
SM_Props_Firewood_001,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Firewood_001],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.994594-0.995578],[0.000000][0.000000][0.000000],[660][376][188][94][46],N/A,12,[0.845125][0.679453][0.952815],[0.422563][0.677669][0.495020],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Firewood_001.fbx
SM_Props_Firewood_001_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Firewood_001_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.973714-0.631323],[0.000000][0.000000][0.000000],[66][42][20][10][4],N/A,12,[0.776506][0.225054][0.247467],[0.102472][0.246817][0.413125],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Firewood_001_A.fbx
SM_Props_Firewood_001_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Firewood_001_B],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.806305-0.637310],[0.000000][0.000000][0.000000],[60][38][18][8][4],N/A,12,[0.254157][0.914839][0.264613],[0.130699][0.254157][0.473081],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Firewood_001_B.fbx
SM_Props_Firewood_001_C,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Firewood_001_C],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.994594-0.640272],[0.000000][0.000000][0.000000],[112][56][28][14][6],N/A,12,[0.235511][0.215469][0.931145],[0.115594][0.215469][0.473366],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Firewood_001_C.fbx
SM_Props_Firewood_002,,,Passed,Passed,Props,Passed,Passed,[SM_Props_Firewood_002],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.996281-0.995391],[0.000000][0.000000][0.000000],[5072][2536][1268][634][316],N/A,902,[3.973145][6.631642][3.827819],[3.388154][2.519264][2.001155],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_Firewood_002.fbx
SM_Props_GizmoFlag_001_B,,,Passed,Passed,Props,Passed,Passed,[SM_Props_GizmoFlag_001_B],Passed,4,0,1,[2][2][2][2],N/A,Passed,[4.990171-0.993375],[0.000000][0.000000][0.000000],[337][243][121][60],N/A,121,[16.341047][2.446495][0.074498],[7.684511][6.673771][0.036794],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_GizmoFlag_001_B.fbx
SM_Props_GizmoPerfume_001_A,,,Passed,Passed,Props,Passed,Passed,[SM_Props_GizmoPerfume_001_A],Passed,5,0,1,[1][1][1][1][1],N/A,Passed,[0.372428-0.602195],[0.000000][0.000000][0.000000],[244][132][66][32][16],N/A,46,[0.267320][0.267478][0.428033],[0.134130][0.427659][0.132041],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Props/Model/SM_Props_GizmoPerfume_001_A.FBX
